window,name,mape,rmse
34,decision tree: history + pagerank + emb,408832636.049156,892.5952044817906
34,decision tree: history + pagerank,387557373.88214946,910.5144749927399
34,decision tree: history + emb,398781552.4729165,1805.081921312521
34,decision tree: pagerank + emb,420666753.8976649,1786.2532880908855
34,decision tree: history,408570736.2908543,900.3363372215662
34,decision tree: pagerank,416764854.95480597,1785.9421188588385
34,decision tree: emb,479802203.1329778,1813.8946107171582
34,decision tree: baseline,542813548.9310293,1787.7637828853422
35,persistence,225684505.961193,182.0077206914039
35,mean,507752493.669983,214.20008550848118
35,linear regression: history + pagerank + emb,20439327432.083115,3880.8416746256225
35,linear regression: history + pagerank,20150553944.88809,3856.096878124429
35,linear regression: history + emb,17658372134.327335,3317.8509183414253
35,linear regression: pagerank + emb,1577347868.6453292,852.8405581995386
35,linear regression: history,17658372134.327335,3317.8509183414253
35,linear regression: pagerank,1576928125.4715252,852.6928132779507
35,linear regression: emb,3054730811.3543262,1057.2557455846313
35,linear regression: baseline,3051607477.379724,1057.0598009772032
35,poisson regression emb,52594792.39813263,1273.8813023822474
35,poisson regression pagerank + emb,,
35,decision tree: history + pagerank + emb,440153521.9878428,1004.7840081335678
35,decision tree: history + pagerank,481758611.5068336,895.78085879127
35,decision tree: history + emb,438601750.4529841,917.1339855995686
35,decision tree: pagerank + emb,360330521.1927132,1295.5538079134703
35,decision tree: history,445099392.36264026,1113.818339783934
35,decision tree: pagerank,388651232.2992538,1503.9380735083407
35,decision tree: emb,995106751.2304224,1272.2525190532187
35,decision tree: baseline,1730003752.6918943,1506.007099966892
36,persistence,277133697.7548453,321.57570564446695
36,mean,552391872.064997,357.9384291918518
36,linear regression: history + pagerank + emb,21753287276.90191,4424.770699090428
36,linear regression: history + pagerank,21513168172.479378,4398.426227161708
36,linear regression: history + emb,18625365688.047234,3375.2750022913483
36,linear regression: pagerank + emb,1494998875.1979394,579.418204207707
36,linear regression: history,18625365688.047234,3375.2750022913483
36,linear regression: pagerank,1487375797.8138986,579.5280578928878
36,linear regression: emb,1657992891.8370159,368.99764564061496
36,linear regression: baseline,1642622627.832161,368.76743403273065
36,poisson regression emb,52697896.360249564,1346.4058250201178
36,poisson regression pagerank + emb,,
36,decision tree: history + pagerank + emb,432535236.7538485,1036.8397665488476
36,decision tree: history + pagerank,385428381.7885153,1143.7117423446061
36,decision tree: history + emb,395320735.5850162,1008.1681433702992
36,decision tree: pagerank + emb,377050644.12065613,709.1186162536753
36,decision tree: history,377778081.7064245,937.4223098159667
36,decision tree: pagerank,403208551.32328594,710.0536145916813
36,decision tree: emb,355478462.1234895,655.919419895528
36,decision tree: baseline,1714156267.4547527,610.1728194175848
37,persistence,283205412.6583186,354.45816247630654
37,mean,538647866.0669526,311.4787587827548
37,linear regression: history + pagerank + emb,2524277516.5817833,630.2266017507943
37,linear regression: history + pagerank,2506237660.867848,631.7916208882336
37,linear regression: history + emb,2442135466.83224,624.5987414112742
37,linear regression: pagerank + emb,1444452764.8458626,583.6945622016717
37,linear regression: history,2442135466.83224,624.5987414112742
37,linear regression: pagerank,1444515305.220157,583.162481855965
37,linear regression: emb,1448713716.9943461,588.8268435664887
37,linear regression: baseline,1448854999.0472639,588.2803300377403
37,poisson regression emb,53098858.051268406,1184.7918583479282
37,poisson regression pagerank + emb,,
37,decision tree: history + pagerank + emb,390789330.3156019,583.3484315447375
37,decision tree: history + pagerank,376037155.07396024,532.7675727950156
37,decision tree: history + emb,387708779.9325481,438.97772286926113
37,decision tree: pagerank + emb,325191896.7871962,357.92098552569075
37,decision tree: history,406777917.94004726,393.87667241471274
37,decision tree: pagerank,348434188.0921744,375.76294611351534
37,decision tree: emb,368382410.6898648,440.38371183250086
37,decision tree: baseline,390403832.598604,527.1469362269729
38,persistence,189884300.28714868,276.2778981749634
38,mean,446213780.58179116,307.2854384363927
38,linear regression: history + pagerank + emb,2154661804.828922,549.9283920035452
38,linear regression: history + pagerank,2152910906.656184,555.0275874143489
38,linear regression: history + emb,2192351131.9726014,576.5474359658584
38,linear regression: pagerank + emb,742262316.0863384,286.6549925783873
38,linear regression: history,2192351131.9726014,576.5474359658584
38,linear regression: pagerank,742479339.9331114,286.5446551581697
38,linear regression: emb,746042519.9807543,288.2384890940938
38,linear regression: baseline,746379138.9225215,288.13113881167754
38,poisson regression emb,51930341.745984286,1254.8732936613994
38,poisson regression pagerank + emb,,
38,decision tree: history + pagerank + emb,354026815.48666567,329.3883219140741
38,decision tree: history + pagerank,407847414.59458196,360.71048858674305
38,decision tree: history + emb,391091491.4331199,325.55598469084885
38,decision tree: pagerank + emb,215454241.7415258,309.2885625526197
38,decision tree: history,382877841.8361601,335.8357967651575
38,decision tree: pagerank,277883161.0314796,332.3543348763413
38,decision tree: emb,261785517.88305715,280.8010182885593
38,decision tree: baseline,303803097.5602181,300.3927318680792
39,persistence,239030823.07337373,349.9801103765227
39,mean,506732903.9623527,269.1192211930988
39,linear regression: history + pagerank + emb,2985151801.061454,949.1485714085171
39,linear regression: history + pagerank,2987780140.072488,938.0158966017538
39,linear regression: history + emb,3024160513.675125,949.4262646659962
39,linear regression: pagerank + emb,1031994642.1360158,361.05034531683583
39,linear regression: history,3024160513.675125,949.4262646659962
39,linear regression: pagerank,1031938595.674523,361.009510472451
39,linear regression: emb,1046203916.2856132,354.2753761784661
39,linear regression: baseline,1046113536.9661828,354.2195475504897
39,poisson regression emb,51242978.64127587,1221.197853912914
39,poisson regression pagerank + emb,,
39,decision tree: history + pagerank + emb,390124879.50540537,267.0843953111243
39,decision tree: history + pagerank,439872029.40244836,304.87735877487114
39,decision tree: history + emb,426372689.8684593,514.1896574265706
39,decision tree: pagerank + emb,245068172.43185326,238.62133369790416
39,decision tree: history,447686777.6651043,499.8963026158622
39,decision tree: pagerank,257002932.75103876,420.58750961652623
39,decision tree: emb,254169136.16810244,290.4725546271925
39,decision tree: baseline,364564798.335536,237.80166054327225
40,persistence,771348385.6747271,786.2155664428686
40,mean,1032441952.8582678,792.7277510849858
40,linear regression: history + pagerank + emb,2419422082.7415986,846.5473594057906
40,linear regression: history + pagerank,2406573257.2097993,850.6882629418446
40,linear regression: history + emb,2397683896.0248184,852.9080606721998
40,linear regression: pagerank + emb,1216771131.3921945,785.1348003756453
40,linear regression: history,2397683896.0248184,852.9080606721998
40,linear regression: pagerank,1219655975.4852848,784.625474530984
40,linear regression: emb,1210301214.5351834,785.1606278357518
40,linear regression: baseline,1214512528.973488,784.6283158032487
40,poisson regression emb,50761824.8580419,1212.2645465067721
40,poisson regression pagerank + emb,,
40,decision tree: history + pagerank + emb,975506938.3957688,792.632864950876
40,decision tree: history + pagerank,1002838203.4001238,793.2059417343626
40,decision tree: history + emb,995558210.4543881,766.0097774995415
40,decision tree: pagerank + emb,1228239211.2591183,775.900812452367
40,decision tree: history,992039365.7496059,728.0818565701325
40,decision tree: pagerank,1271716781.7852075,770.4872779269316
40,decision tree: emb,1266238163.0362122,769.715882591058
40,decision tree: baseline,1385221742.991259,767.9335178774473
41,persistence,939156839.671188,568.9716769176479
41,mean,1171636426.9519227,650.9498212233199
41,linear regression: history + pagerank + emb,5077272092.25461,1186.0356221154302
41,linear regression: history + pagerank,5031773593.08057,1186.8558583063466
41,linear regression: history + emb,4992428391.880597,1183.2841139405525
41,linear regression: pagerank + emb,2564739957.687912,952.8410470491981
41,linear regression: history,4992428391.880597,1183.2841139405525
41,linear regression: pagerank,2559285662.3163753,952.6311231934806
41,linear regression: emb,2564549432.56508,955.9804446620695
41,linear regression: baseline,2559321680.0393167,955.7794711184961
41,poisson regression emb,50899297.51024589,1029.5362427926975
41,poisson regression pagerank + emb,,
41,decision tree: history + pagerank + emb,1922018568.892779,1150.31647294325
41,decision tree: history + pagerank,1315225122.0001338,989.6201376896576
41,decision tree: history + emb,1621053812.3465958,1074.5340483356322
41,decision tree: pagerank + emb,1672448169.339509,693.0202731913399
41,decision tree: history,1340014852.1375842,997.6580031733395
41,decision tree: pagerank,1346211098.7745323,584.623985902997
41,decision tree: emb,1929620770.1348796,773.3012088302322
41,decision tree: baseline,2608203968.293847,978.6227364518151
42,persistence,308397302.8931275,329.90756834723413
42,mean,530867561.0289446,319.2761816011681
42,linear regression: history + pagerank + emb,5699392631.75864,1292.849918112806
42,linear regression: history + pagerank,5689923963.138802,1280.0547619892104
42,linear regression: history + emb,5665874354.062082,1268.2323816857875
42,linear regression: pagerank + emb,2403047846.880539,323.8781307282889
42,linear regression: history,5665874354.062082,1268.2323816857875
42,linear regression: pagerank,2401438634.451999,324.0430360856227
42,linear regression: emb,2407485506.780861,331.86145872062957
42,linear regression: baseline,2405759862.101695,332.07648598710506
42,poisson regression emb,50670176.54852145,922.0095033190337
42,poisson regression pagerank + emb,100.0,922.3320451011947
42,decision tree: history + pagerank + emb,686298553.5862021,385.6959396514475
42,decision tree: history + pagerank,546118312.1263621,381.5469945665776
42,decision tree: history + emb,779296422.8382146,419.2488888360424
42,decision tree: pagerank + emb,380181014.573843,339.1428069314897
42,decision tree: history,758042222.2215514,628.3279355124575
42,decision tree: pagerank,441229055.2033808,336.4167887615628
42,decision tree: emb,383782845.4438425,496.66415988439223
42,decision tree: baseline,533788697.6316793,316.1101570237381
43,persistence,262859441.75539324,448.97481940634924
43,mean,498435440.3282512,401.22525435183775
43,linear regression: history + pagerank + emb,2168360921.3222065,748.9980883738788
43,linear regression: history + pagerank,2163905566.649266,745.3586680799257
43,linear regression: history + emb,2144861749.4019575,746.5621798956445
43,linear regression: pagerank + emb,1491547299.2263024,431.14803505715673
43,linear regression: history,2144861749.4019575,746.5621798956445
43,linear regression: pagerank,1494623772.1223826,431.16726454454067
43,linear regression: emb,1490284219.912811,431.0342058249329
43,linear regression: baseline,1493371718.2496753,431.05308673426106
43,poisson regression emb,49341275.33704298,1052.555742030447
43,poisson regression pagerank + emb,100.0,1052.860751830399
43,decision tree: history + pagerank + emb,465677634.75206757,454.1755108348784
43,decision tree: history + pagerank,436554506.4974013,463.4867691844144
43,decision tree: history + emb,461449853.3660975,438.18019538162287
43,decision tree: pagerank + emb,357417813.2208128,536.0088398893743
43,decision tree: history,521751295.7343028,443.0826895408998
43,decision tree: pagerank,331334726.0097332,535.5611846653121
43,decision tree: emb,399767615.51419926,534.5191476043618
43,decision tree: baseline,385522428.2511633,465.1995755621435
44,persistence,554187198.0713353,1040.5993418446337
44,mean,809880046.3587626,1055.3515424152347
44,linear regression: history + pagerank + emb,3553160735.555657,1285.6654681639793
44,linear regression: history + pagerank,3543928976.080166,1280.8464217248363
44,linear regression: history + emb,3561120183.596851,1285.434281697116
44,linear regression: pagerank + emb,1213478951.9666476,980.4551712323047
44,linear regression: history,3561120183.596851,1285.434281697116
44,linear regression: pagerank,1208857993.2385123,980.4064602711982
44,linear regression: emb,1213676135.408072,979.4116577730259
44,linear regression: baseline,1208992259.405036,979.3619817156152
44,poisson regression emb,52125093.89062786,1539.2408593724092
44,poisson regression pagerank + emb,100.0,1539.4380088496082
44,decision tree: history + pagerank + emb,642015131.5608776,1050.6063817893641
44,decision tree: history + pagerank,594159223.9003065,1043.1125991785125
44,decision tree: history + emb,702065148.1193805,1048.5254476768102
44,decision tree: pagerank + emb,715399825.5168844,1051.6203893761765
44,decision tree: history,767529737.9105908,1059.6588387271831
44,decision tree: pagerank,741508210.0505946,1015.8617065837307
44,decision tree: emb,791569355.5958188,1050.063434565729
44,decision tree: baseline,871275192.4465829,1046.530824434004
45,persistence,130232571.42210379,2722.3974671741976
45,mean,319278937.3932715,2452.6734088029352
45,linear regression: history + pagerank + emb,2076866364.723751,2778.2843323946713
45,linear regression: history + pagerank,2073174623.9345384,2777.569485752307
45,linear regression: history + emb,2073294566.1406431,2779.218731203632
45,linear regression: pagerank + emb,5132867649.78769,3263.642417979072
45,linear regression: history,2073294566.1406431,2779.218731203632
45,linear regression: pagerank,5138963961.287279,3263.672184246691
45,linear regression: emb,5145104960.009457,3284.4588760601496
45,linear regression: baseline,5151205838.920834,3284.3880398847555
45,poisson regression emb,47645780.56874101,2833.6912245301705
45,poisson regression pagerank + emb,100.0,2833.8338190897816
45,decision tree: history + pagerank + emb,240439927.01941574,2723.512905648189
45,decision tree: history + pagerank,228025887.32694685,2809.8293383761534
45,decision tree: history + emb,232123234.77313036,2724.6646191581967
45,decision tree: pagerank + emb,184883736.71328014,2810.2892315791146
45,decision tree: history,252643809.7168643,2724.9080855216025
45,decision tree: pagerank,177530507.11268318,2808.1676392936415
45,decision tree: emb,199316470.62557504,2812.3232185564348
45,decision tree: baseline,227476095.98586392,2566.8335269346567
46,persistence,266422285.21432182,3047.091549281717
46,mean,446205602.52651775,2228.1689977708534
46,linear regression: history + pagerank + emb,7222466895.93848,4364.529259581045
46,linear regression: history + pagerank,7153105749.502906,4345.2614885295125
46,linear regression: history + emb,7149566311.993508,4329.873041267831
46,linear regression: pagerank + emb,3466066986.1284533,2924.9020430279766
46,linear regression: history,7149566311.993508,4329.873041267831
46,linear regression: pagerank,3473206966.19405,2925.0270291738493
46,linear regression: emb,3415010525.0244856,2925.623188607988
46,linear regression: baseline,3422045057.224765,2925.745573091786
46,poisson regression emb,45045258.335764535,2946.3280579285615
46,poisson regression pagerank + emb,,
46,decision tree: history + pagerank + emb,448000937.9989135,3751.6565963352805
46,decision tree: history + pagerank,442570760.02653325,3235.169608130201
46,decision tree: history + emb,568754065.2774842,3725.175451388704
46,decision tree: pagerank + emb,696780867.5097392,3206.410535406456
46,decision tree: history,524957523.8703705,3634.5194546691087
46,decision tree: pagerank,754011606.2244428,3654.4101524986622
46,decision tree: emb,569188931.0567641,3711.4682625450905
46,decision tree: baseline,621420621.1626236,3219.1586241383
47,persistence,1637793584.4012766,3058.7851216074605
47,mean,1562235917.960474,1892.2981421057318
47,linear regression: history + pagerank + emb,19719718715.56833,7829.40279641509
47,linear regression: history + pagerank,19464334503.32118,7792.524719903609
47,linear regression: history + emb,19575418084.312443,7764.333990180401
47,linear regression: pagerank + emb,6313772125.171249,11793.419796483453
47,linear regression: history,19575418084.312443,7764.333990180401
47,linear regression: pagerank,6313423938.211422,11793.510995542247
47,linear regression: emb,6315697084.406085,11793.731047760246
47,linear regression: baseline,6315381479.807069,11793.828025353167
47,poisson regression emb,48814296.68760495,1601.5827486613816
47,poisson regression pagerank + emb,,
47,decision tree: history + pagerank + emb,1653694608.1635294,2098.9943493681462
47,decision tree: history + pagerank,1502239346.6159344,2557.6480352723306
47,decision tree: history + emb,1589316059.2079303,2558.4661191664227
47,decision tree: pagerank + emb,3397571353.6319547,2901.0697340310494
47,decision tree: history,1388394591.989106,2335.4146116923052
47,decision tree: pagerank,2948507737.443304,3431.492245530026
47,decision tree: emb,4539975747.264963,3464.0077624573055
47,decision tree: baseline,3839564076.6579413,3617.9199249293447
48,persistence,1394363627.5980191,1360.4016867493262
48,mean,1768222523.9105299,576.8881292283612
48,linear regression: history + pagerank + emb,12950159477.848711,8214.687474439079
48,linear regression: history + pagerank,12903151230.538542,7979.58043481645
48,linear regression: history + emb,12913714656.36472,8064.825350075861
48,linear regression: pagerank + emb,3980240992.871119,7826.576037266597
48,linear regression: history,12913714656.36472,8064.825350075861
48,linear regression: pagerank,3968211126.513041,7808.43592940696
48,linear regression: emb,3994115774.755283,7825.14953804216
48,linear regression: baseline,3982104266.705904,7807.015049182427
48,poisson regression emb,56856440.3810741,687.7401001812005
48,poisson regression pagerank + emb,100.0,688.058080385799
48,decision tree: history + pagerank + emb,1643246661.4607918,492.6932419065073
48,decision tree: history + pagerank,1614246979.8050256,500.14981137688477
48,decision tree: history + emb,1690795477.5218866,498.63000157160184
48,decision tree: pagerank + emb,1482094179.3898416,414.1782134228376
48,decision tree: history,1753515647.7408261,504.2858656951579
48,decision tree: pagerank,1632067085.9909923,928.6944633307855
48,decision tree: emb,1427148804.35012,437.9940428143841
48,decision tree: baseline,1754718291.0068262,759.7884103753402
49,persistence,1001340369.4736904,246.43080297644562
49,mean,1089282038.6394076,180.89422834562382
49,linear regression: history + pagerank + emb,3025455414.006668,812.5342015835647
49,linear regression: history + pagerank,3011308917.7279434,812.0067931207909
49,linear regression: history + emb,2976451366.8565083,831.8352882754987
49,linear regression: pagerank + emb,1774699322.5930955,188.7515402287539
49,linear regression: history,2976451366.8565083,831.8352882754987
49,linear regression: pagerank,1775962591.3036895,188.75178211605473
49,linear regression: emb,1771260782.2844527,187.93897806893037
49,linear regression: baseline,1772401012.9678652,187.93922689770505
49,poisson regression emb,61702347.15490995,544.9097385827087
49,poisson regression pagerank + emb,100.0,545.2147114368704
49,decision tree: history + pagerank + emb,920517830.8492998,403.76371260208924
49,decision tree: history + pagerank,956432598.6989667,411.3590565336944
49,decision tree: history + emb,1050636882.5416665,418.9031151220225
49,decision tree: pagerank + emb,542902980.8987988,225.29374665800032
49,decision tree: history,948494598.0237236,401.4181027905063
49,decision tree: pagerank,530803171.2844016,261.35299132884103
49,decision tree: emb,432649802.5097382,226.10700087759997
49,decision tree: baseline,448913815.76557297,234.50981498161556
50,persistence,137323879.34348056,279.95887313739155
50,mean,224897320.4232146,297.89339486089
50,linear regression: history + pagerank + emb,2268864923.8814826,980.3534300620878
50,linear regression: history + pagerank,2235576025.697051,988.7304525420556
50,linear regression: history + emb,2230359726.15888,992.9050779467754
50,linear regression: pagerank + emb,541841673.4284905,364.70184933697743
50,linear regression: history,2230359726.15888,992.9050779467754
50,linear regression: pagerank,539098200.6199427,364.7986082920835
50,linear regression: emb,547803004.2684586,364.7546586246742
50,linear regression: baseline,545011804.4069345,364.8375424679454
50,poisson regression emb,55367155.315484144,737.3497039869399
50,poisson regression pagerank + emb,100.0,737.6648623815204
50,decision tree: history + pagerank + emb,149089263.1158698,303.8285922418892
50,decision tree: history + pagerank,137197866.61716315,315.42796297989395
50,decision tree: history + emb,204159343.59873697,284.7220206973605
50,decision tree: pagerank + emb,121972761.16342223,351.54592902826704
50,decision tree: history,148436377.31666592,312.89460841847927
50,decision tree: pagerank,103528494.97878192,387.58438659012336
50,decision tree: emb,107569622.42816806,464.93316128182795
50,decision tree: baseline,112882553.10383125,362.60387968006023
51,persistence,214045149.89967546,287.6980945112371
51,mean,359763036.5870742,245.7950105793244
51,linear regression: history + pagerank + emb,2211471013.926742,835.4929199103578
51,linear regression: history + pagerank,2168341488.0460324,836.0672117367327
51,linear regression: history + emb,2190556564.9558716,838.0084854251031
51,linear regression: pagerank + emb,1039648024.9342861,485.62680776591696
51,linear regression: history,2190556564.9558716,838.0084854251031
51,linear regression: pagerank,1038093889.9464179,485.6374598008149
51,linear regression: emb,1020054303.5146939,474.94430332361065
51,linear regression: baseline,1018435027.7029555,474.9532093164401
51,poisson regression emb,51254435.29972334,820.7012445521369
51,poisson regression pagerank + emb,100.0,821.0413060324547
51,decision tree: history + pagerank + emb,228663092.4503461,301.31056707100856
51,decision tree: history + pagerank,280252212.50515485,300.31584873899544
51,decision tree: history + emb,409907564.305692,303.54444950940416
51,decision tree: pagerank + emb,390239448.36533326,323.67249981089475
51,decision tree: history,393097620.04312646,299.7913070043952
51,decision tree: pagerank,389555528.74686134,316.0291124124861
51,decision tree: emb,389617956.6340026,327.4929429286696
51,decision tree: baseline,490291060.4749087,318.8882166411461
